Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft,Floor_Level,Property_Age,Nearby_Amenities
1791.777675,4,4,Unfurnished,Vasant Kunj Sector C,1,26146149.68,Ready_to_move,New_Property,Apartment,14592.29571,2nd Floor,5-10 years,Near Metro
1757.73056,4,3,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2,51173044.6,Ready_to_move,Resale,Builder_Floor,29113.13358,1st Floor,20+ years,Near Park
1536.872705,4,3,Unfurnished,"DDA Flats Pocket 1, Vasant Kunj Sector B",2,23626576.08,Ready_to_move,Resale,Apartment,15373.15095,Ground Floor,10-20 years,None
728.2998524,2,2,Unfurnished,Mahavir Enclave,1,2761108.919,Ready_to_move,Resale,Apartment,3791.170505,2nd Floor,5-10 years,Near Metro
336.420506,1,1,Unfurnished,Narela,39,3458850.073,Ready_to_move,Resale,Apartment,10281.3295,2nd Floor,0-5 years,Near Park
1537.563437,3,3,Semi-Furnished,Vasundhara Enclave,1,12996065.15,Ready_to_move,Resale,Apartment,8452.376553,3rd Floor,10-20 years,Near Metro
952.8950688,2,2,Furnished,"Baljit Nagar, Patel Nagar",1,1524603.272,Ready_to_move,Resale,Builder_Floor,1599.969736,Ground Floor,0-5 years,Near Mall
854.1838825,2,2,Unfurnished,Narela Sector A9,1,4739946.125,Ready_to_move,Resale,Apartment,5549.093377,2nd Floor,0-5 years,Near Park
728.5800166,2,1,Unfurnished,Mehrauli,,2289049.892,Ready_to_move,Resale,Builder_Floor,3141.796151,Ground Floor,20+ years,None
867.6345485,2,3,Semi-Furnished,"Malviya Nagar carpet area 100 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 2 Open bathroom 3 balcony 2 ownership Freehold It's a Corner three story building, located in South Delhi. Amenities like Market, Schools, Hospitals, Parks, Gyms, Study Centers, Temple are all around. Very Close to Malviya Nagar Metro and Haus Khas Metro Station. Centerlize place to live. Whether you go to Gurgaon or Noida Or to other parts of the city, commuting from here is very easy. read more Contact Owner View Phone No. Share Feedback Owner Rohit",2,12207743.01,Ready_to_move,Resale,Builder_Floor,14070.14397,1st Floor,20+ years,Near Metro
416.1309339,1,1,Unfurnished,Narela Mandi,1,1631764.76,Ready_to_move,Resale,Apartment,3921.277239,Ground Floor,0-5 years,Near Park
990.0537374,2,2,Semi-Furnished,Mahavir Enclave Part 1 carpet area 1000 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished facing East car parking 1 Covered bathroom 2 balcony 2 East Facing Property this property is for sale purpose.......................... Contact Owner View Phone No. Share Feedback Owner Twinkle Sudan,1,7086491.63,Ready_to_move,Resale,Builder_Floor,7157.683833,1st Floor,20+ years,Near Mall
349.8214616,1,1,Semi-Furnished,Karol Bagh,1,5269297.504,Ready_to_move,Resale,Builder_Floor,15062.81942,3rd Floor,0-5 years,None
1194.121084,3,3,Unfurnished,"Kailash Colony, Greater Kailash",2,26473785.19,Ready_to_move,New_Property,Builder_Floor,22170.10113,Penthouse,20+ years,Near Park
48.95290338,1,1,Unfurnished,"DDA Lig Flats, Narela",39,3296404.905,Ready_to_move,New_Property,Apartment,67338.29205,3rd Floor,0-5 years,Near Park
1070.609841,2,2,Semi-Furnished,Vasant Kunj,1,13663457.71,Ready_to_move,Resale,Apartment,12762.31283,Ground Floor,5-10 years,Near Park
3135.964532,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",3,32909515.01,Ready_to_move,Resale,Builder_Floor,10494.22424,Ground Floor,0-5 years,Near Hospital
692.0374278,2,2,Unfurnished,"Dilshad Colony, Dilshad Garden",1,6867354.863,Ready_to_move,Resale,Builder_Floor,9923.386491,3rd Floor,0-5 years,Near Metro
815.7042074,2,2,Semi-Furnished,Lajpat Nagar 2,1,14466601.83,Ready_to_move,New_Property,Builder_Floor,17735.10752,1st Floor,20+ years,None
1439.973381,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",2,38860925.79,Ready_to_move,New_Property,Builder_Floor,26987.2529,Ground Floor,20+ years,Near Hospital
1432.613436,3,3,Unfurnished,Mehrauli,1,8465371.627,Ready_to_move,New_Property,Apartment,5909.041066,2nd Floor,10-20 years,Near Mall
1280.278061,3,3,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",1,33216535.94,Ready_to_move,New_Property,Builder_Floor,25944.78259,1st Floor,20+ years,None
927.5606365,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,13874391.36,Ready_to_move,Resale,Apartment,14957.93463,Penthouse,0-5 years,Near Mall
1133.550462,2,2,Unfurnished,Vasant Kunj,1,14979775.25,Ready_to_move,Resale,Apartment,13214.91698,2nd Floor,5-10 years,Near Metro
463.2155479,2,2,Furnished,Budh Vihar,1,4043507.367,Ready_to_move,Resale,Builder_Floor,8729.2134,Ground Floor,10-20 years,Near Hospital
1117.308431,3,3,Unfurnished,"Andheria Mor, Mehrauli",5,7595312.513,Almost_ready,New_Property,Builder_Floor,6797.865569,Penthouse,10-20 years,Near Mall
490.6832164,1,1,Unfurnished,"DDA Pocket H, Narela",39,1869088.128,Ready_to_move,Resale,Apartment,3809.15439,2nd Floor,0-5 years,Near Metro
1467.504927,3,2,Semi-Furnished,Saket,1,27228154.71,Ready_to_move,New_Property,Builder_Floor,18554.04653,Penthouse,20+ years,Near Mall
4475.931918,4,5,Semi-Furnished,"Hauz Khas Enclave, Hauz Khas",2,89208930.03,Ready_to_move,New_Property,Builder_Floor,19930.80585,2nd Floor,20+ years,Near Hospital
1063.282649,3,2,Unfurnished,"Virat Residency, Dwarka Mor",1,4182390.462,Ready_to_move,New_Property,Apartment,3933.470057,2nd Floor,5-10 years,Near Metro
4404.190487,4,4,Semi-Furnished,New Friends Colony,2,67833292.77,Ready_to_move,Resale,Builder_Floor,15401.98885,2nd Floor,10-20 years,Near Metro
669.3334308,2,2,Furnished,Chhattarpur,1,2756430.925,Ready_to_move,Resale,Apartment,4118.173093,Penthouse,10-20 years,Near Metro
99.56288283,3,2,Unfurnished,Geeta Colony,1,5424468.127,Ready_to_move,Resale,Builder_Floor,54482.83509,2nd Floor,5-10 years,Near Hospital
1167.137439,3,2,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",1,22804782.94,Ready_to_move,New_Property,Builder_Floor,19539.07241,Ground Floor,20+ years,Near Hospital
719.9787274,2,1,Unfurnished,Mehrauli,,2039759.11,Ready_to_move,Resale,Builder_Floor,2833.082469,1st Floor,10-20 years,None
617.5252968,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4526326.636,Ready_to_move,New_Property,Apartment,7329.783345,3rd Floor,0-5 years,Near Hospital
944.8970759,2,2,Semi-Furnished,Lajpat Nagar 2,2,13789460.87,Ready_to_move,New_Property,Builder_Floor,14593.61154,2nd Floor,5-10 years,None
461.3707033,2,2,Unfurnished,Shahdara,1,2677730.328,Ready_to_move,Resale,Apartment,5803.858607,3rd Floor,20+ years,Near Metro
788.7213024,3,2,Semi-Furnished,Laxmi Nagar,1,8910639.348,Ready_to_move,Resale,Builder_Floor,11297.57662,3rd Floor,5-10 years,None
1129.991356,2,1,Semi-Furnished,"DDA Flats Mansarovar Park, Seelampur, Shahdara",,7612102.795,Ready_to_move,Resale,Apartment,6736.425684,3rd Floor,20+ years,Near Mall
1014.689854,2,2,Unfurnished,"LNT Apartments, Dwarka",1,11296098.14,Ready_to_move,Resale,Apartment,11132.56242,Penthouse,10-20 years,Near Metro
1400.957166,3,2,Furnished,"Shri Agrasen Apartment, Dwarka Sector 7",2,14709400.48,Ready_to_move,Resale,Apartment,10499.5362,3rd Floor,20+ years,Near Hospital
822.2283071,2,1,Furnished,Budh Vihar,1,10057418.45,Ready_to_move,Resale,Apartment,12231.90489,2nd Floor,10-20 years,Near Park
945.8017842,3,2,Unfurnished,Laxmi Nagar,1,5923279.492,Ready_to_move,Resale,Apartment,6262.70704,3rd Floor,20+ years,Near Hospital
926.7368254,3,3,Semi-Furnished,"Govindpuri Extension, Kalkaji",2,9048583.681,Ready_to_move,New_Property,Apartment,9763.919414,3rd Floor,0-5 years,Near Park
1305.944064,3,3,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,12374248.72,Ready_to_move,Resale,Apartment,9475.328281,Ground Floor,20+ years,None
324.0551452,1,1,Semi-Furnished,"DDA Lig Flats, Narela",1,1790619.475,Ready_to_move,Resale,Builder_Floor,5525.662843,2nd Floor,20+ years,None
394.1177631,1,1,Furnished,Budh Vihar,1,2006660.371,Ready_to_move,Resale,Builder_Floor,5091.524815,Penthouse,20+ years,Near Park
3199.048254,7,4,Furnished,"Yamuna Vihar, Shahdara",1,26287221.02,Ready_to_move,Resale,Builder_Floor,8217.200533,1st Floor,5-10 years,Near Mall
584.3002476,1,1,Unfurnished,Sultanpur Extension,1,2565465.665,Ready_to_move,Resale,Apartment,4390.66332,Ground Floor,0-5 years,Near Metro
1380.510836,3,3,Unfurnished,Alaknanda,1,17247038.07,Ready_to_move,Resale,Apartment,12493.22904,1st Floor,0-5 years,Near Metro
659.5472501,2,2,Unfurnished,"Govindpuri Extension, Kalkaji",2,4257240.79,Ready_to_move,Resale,Builder_Floor,6454.792723,Ground Floor,10-20 years,Near Hospital
1788.833696,4,3,Semi-Furnished,"Neelachal, Aashirwaad Chowk, Dwarka",1,15598386.84,Ready_to_move,Resale,Apartment,8719.864162,3rd Floor,20+ years,Near Mall
699.8618878,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4495688.672,Ready_to_move,New_Property,Apartment,6423.679801,2nd Floor,5-10 years,Near Park
1701.074239,3,3,Semi-Furnished,"Gangotri Enclave, Alaknanda",2,21677450.21,Ready_to_move,Resale,Apartment,12743.38869,2nd Floor,10-20 years,Near Metro
510.2178021,5,2,,"Gandhi Nagar, Shahdara",,16270325.01,Ready_to_move,Resale,,31888.97945,Ground Floor,20+ years,Near Hospital
14112.31351,3,3,Semi-Furnished,Paschim Vihar Block B4,1,28372983.32,Ready_to_move,New_Property,Builder_Floor,2010.512543,Penthouse,0-5 years,Near Mall
926.249784,2,2,Unfurnished,"Godrej South Estate, Okhla Phase 1",2,22441391.11,Almost_ready,New_Property,Apartment,24228.22817,1st Floor,0-5 years,Near Hospital
1426.92204,3,3,Unfurnished,Lajpat Nagar 3,1,21711569.64,Ready_to_move,Resale,Builder_Floor,15215.66633,1st Floor,20+ years,Near Mall
911.5362518,2,2,Unfurnished,Lajpat Nagar 2,1,11852269.22,Ready_to_move,Resale,Builder_Floor,13002.52096,3rd Floor,5-10 years,None
1759.842371,3,3,Semi-Furnished,"Karol Bagh carpet area 1600 sqft status Ready to Move floor 3 out of 3 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Near to Karol Bagh Metro station...................................... Its a very peaceful location ....................................................................................................................... read more Contact Agent View Phone No. Share Feedback Agent S R B Properties",1,25304610.79,Ready_to_move,New_Property,Builder_Floor,14378.90757,Penthouse,10-20 years,Near Mall
319.4529449,2,2,Semi-Furnished,Rohini Sector 8 How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 32 sqm status Ready to Move floor 1 transaction Resale furnishing Semi-Furnished Contact Now Enquire Now Auction By,1,3473976.332,Ready_to_move,Resale,Builder_Floor,10874.76697,Penthouse,20+ years,None
1946.493786,3,3,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,33404478.18,Ready_to_move,Resale,Apartment,17161.35876,1st Floor,20+ years,Near Metro
752.1640469,2,2,Unfurnished,"Govindpuri Extension, Kalkaji",1,5248293.187,Almost_ready,New_Property,Builder_Floor,6977.591137,2nd Floor,10-20 years,Near Mall
1279.619062,3,2,Semi-Furnished,"Mahesh Apartment, Vasundhara Enclave",1,13269972.33,Ready_to_move,Resale,Apartment,10370.25215,Ground Floor,0-5 years,Near Hospital
1541.013474,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,19908732.73,Ready_to_move,Resale,Apartment,12919.24637,Ground Floor,10-20 years,None
754.4351216,2,2,Semi-Furnished,Malviya Nagar,1,13197135.74,Ready_to_move,New_Property,Builder_Floor,17492.73776,Penthouse,5-10 years,Near Hospital
1944.743905,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,26398556.52,Ready_to_move,Resale,Builder_Floor,13574.30994,2nd Floor,10-20 years,Near Mall
1157.517024,3,3,Unfurnished,"Safdarjung Development Area, Hauz Khas",2,18539757.53,Ready_to_move,Resale,Apartment,16016.83357,3rd Floor,5-10 years,Near Metro
833.3703286,2,2,Unfurnished,"Dilshad Colony, Dilshad Garden",1,5888827.581,Ready_to_move,Resale,Builder_Floor,7066.279394,2nd Floor,5-10 years,Near Mall
878.5549994,2,2,Unfurnished,"Vinoba Puri, Lajpat Nagar",2,6607733.903,Ready_to_move,Resale,Builder_Floor,7521.138582,3rd Floor,20+ years,Near Park
65.15721596,3,3,Unfurnished,"Bhorgarh, Narela",1,4302850.232,Ready_to_move,Resale,Apartment,66037.96937,Ground Floor,20+ years,Near Metro
1565.71264,3,3,Semi-Furnished,"Abhimanyu Apartments, Vasundhara Enclave",1,12351704.52,Ready_to_move,Resale,Apartment,7888.870672,Penthouse,0-5 years,None
1030.165263,2,2,Unfurnished,Vasant Kunj,1,15564078.91,Ready_to_move,Resale,Apartment,15108.3321,Ground Floor,20+ years,Near Park
2599.543004,4,5,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2,39610346.4,Ready_to_move,Resale,Apartment,15237.42686,Penthouse,0-5 years,Near Hospital
2281.035813,4,5,Semi-Furnished,"New Moti Nagar, Kirti Nagar",3,47646061.09,Ready_to_move,New_Property,Apartment,20887.90575,Penthouse,5-10 years,Near Mall
1893.566196,4,4,Unfurnished,Hauz Khas,2,55168787.81,Almost_ready,New_Property,Builder_Floor,29134.86094,Ground Floor,20+ years,Near Park
681.8572188,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5144165.623,Ready_to_move,New_Property,Apartment,7544.344302,3rd Floor,10-20 years,Near Mall
824.4797734,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4968417.051,Ready_to_move,New_Property,Apartment,6026.123637,Penthouse,10-20 years,Near Metro
708.6056784,2,2,Semi-Furnished,Rohini Sector 24,1,5093804.699,Ready_to_move,Resale,Builder_Floor,7188.48981,2nd Floor,10-20 years,Near Park
504.0408965,1,1,Unfurnished,Sultanpur Extension,1,2396099.374,Ready_to_move,Resale,Apartment,4753.779684,2nd Floor,10-20 years,Near Hospital
1126.982917,2,2,Semi-Furnished,"Hindon Apartment, Vasundhara Enclave",1,9896661.051,Ready_to_move,Resale,Apartment,8781.55374,1st Floor,10-20 years,Near Park
3933.863607,6,3,Furnished,Budh Vihar Phase 1,1,5529341.987,Ready_to_move,Resale,Builder_Floor,1405.575419,Ground Floor,0-5 years,Near Hospital
1370.873988,2,2,Semi-Furnished,Sheikh Sarai Phase 1,2,16453131.02,Ready_to_move,Resale,Apartment,12001.92808,3rd Floor,20+ years,None
985.9654099,2,2,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1,17294140.98,Ready_to_move,Resale,Apartment,17540.31207,3rd Floor,10-20 years,Near Mall
1092.080839,3,2,Semi-Furnished,"The Amaryllis, Karol Bagh",1,21349174.94,Almost_ready,Resale,Apartment,19549.07932,3rd Floor,20+ years,Near Hospital
2544.286154,4,5,Semi-Furnished,Chittaranjan Park,2,63972995.7,Ready_to_move,New_Property,Builder_Floor,25143.78958,Ground Floor,5-10 years,Near Hospital
1042.946292,3,2,Semi-Furnished,Chittaranjan Park,3,12298461.72,Ready_to_move,Resale,Builder_Floor,11792.03744,Penthouse,0-5 years,None
694.6384456,1,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6646406.114,Ready_to_move,Resale,Builder_Floor,9568.151829,Penthouse,10-20 years,Near Mall
1625.24896,4,2,Furnished,"Sanchar Vihar Apartment, Aashirwaad Chowk, Dwarka",1,20727784.54,Ready_to_move,Resale,Apartment,12753.60579,1st Floor,20+ years,Near Metro
1280.326844,2,2,Semi-Furnished,Alaknanda,2,15928471.01,Ready_to_move,Resale,Apartment,12440.94122,3rd Floor,0-5 years,Near Hospital
3140.799633,4,5,Unfurnished,Lajpat Nagar 3,1,41712698.83,Ready_to_move,New_Property,Builder_Floor,13280.91687,Penthouse,20+ years,Near Mall
1024.704519,3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",1,4053442.81,Ready_to_move,New_Property,Apartment,3955.718682,1st Floor,0-5 years,None
1679.349907,4,3,Furnished,Mehrauli,2,13007366.13,Ready_to_move,Resale,Builder_Floor,7745.477032,Penthouse,10-20 years,None
1571.188796,3,3,Furnished,"LIC Colony, Paschim Vihar",1,24047849.89,Ready_to_move,New_Property,Builder_Floor,15305.51259,1st Floor,0-5 years,None
2153.489933,3,3,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,60923375.07,Almost_ready,New_Property,Apartment,28290.53164,Penthouse,10-20 years,Near Mall
1139.558509,3,3,Semi-Furnished,"Sukhdev Vihar, Okhla",2,13735027.07,Ready_to_move,Resale,Apartment,12052.93713,3rd Floor,5-10 years,Near Metro
1449.894399,3,3,Semi-Furnished,Lajpat Nagar 3,1,47214598.05,Ready_to_move,New_Property,Builder_Floor,32564.16336,Ground Floor,10-20 years,Near Metro
1087.42163,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,13728078.9,Ready_to_move,Resale,Apartment,12624.43059,3rd Floor,10-20 years,Near Hospital
1321.01501,3,2,Unfurnished,Alaknanda,2,14204867.76,Ready_to_move,Resale,Apartment,10752.99497,Ground Floor,20+ years,Near Hospital
782.0344203,2,2,Unfurnished,Lajpat Nagar 2,1,14008760.26,Ready_to_move,New_Property,Builder_Floor,17913.22721,1st Floor,10-20 years,Near Mall
513.897205,2,1,Semi-Furnished,Chhattarpur Enclave Phase2,2,7507643.881,Ready_to_move,Resale,Apartment,14609.23276,1st Floor,0-5 years,None
888.3714637,3,2,Semi-Furnished,Mahavir Enclave Part 1,1,5862879.817,Ready_to_move,Resale,Apartment,6599.581433,2nd Floor,0-5 years,Near Hospital
419.3050046,1,1,Unfurnished,"Brijwasi Colony, Mehrauli",1,1666603.445,Ready_to_move,Resale,Apartment,3974.680547,Ground Floor,0-5 years,None
2061.123845,3,2,Furnished,"Yamuna Vihar, Shahdara",1,19713722.85,Ready_to_move,Resale,Builder_Floor,9564.550374,1st Floor,0-5 years,Near Metro
3566.891892,4,4,Semi-Furnished,"Safdarjung Enclave carpet area 3250 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered bathroom 4 balcony 3 ownership Freehold Near Buy Green park Metro station. The location of the property is Awesome and Peaceful. The construction is very Highend and Very tasteful Done-up. The Same property is location on the FF. 4 Side corner read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Findahouse Real Estate Consultants LLP 2000+ Buyers Served",1,59958744.11,Ready_to_move,Resale,Builder_Floor,16809.80134,2nd Floor,0-5 years,Near Park
1811.317594,3,3,Semi-Furnished,"New Manglapuri, Sultanpur",1,8127910.538,Ready_to_move,New_Property,Apartment,4487.291772,3rd Floor,5-10 years,Near Park
2378.140055,4,3,Unfurnished,Punjabi Bagh,2,41979648.51,Ready_to_move,Resale,Builder_Floor,17652.30286,Ground Floor,5-10 years,Near Hospital
1823.433433,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,29114852.48,Ready_to_move,Resale,Builder_Floor,15967.04982,3rd Floor,10-20 years,Near Park
853.5079551,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,6614121.608,Ready_to_move,New_Property,Builder_Floor,7749.337975,3rd Floor,20+ years,Near Mall
838.0388857,2,2,Semi-Furnished,Lajpat Nagar 1,1,10580831.21,Ready_to_move,Resale,Builder_Floor,12625.70435,2nd Floor,5-10 years,Near Mall
1946.975138,3,3,Semi-Furnished,"The Amaryllis, Karol Bagh",1,25763757.92,Almost_ready,New_Property,Apartment,13232.71028,2nd Floor,5-10 years,None
2087.606743,3,3,Semi-Furnished,"The Amaryllis, Karol Bagh",1,44026529.72,Ready_to_move,New_Property,Apartment,21089.47477,Ground Floor,0-5 years,Near Mall
988.5083274,2,2,Semi-Furnished,"Satyam Apartment, Vasundhara Enclave",1,6980405.76,Ready_to_move,Resale,Apartment,7061.554836,3rd Floor,5-10 years,Near Mall
331.5853446,2,1,Semi-Furnished,"Vijay Enclave, Mahavir Enclave",1,2159506.493,Ready_to_move,New_Property,Apartment,6512.671708,2nd Floor,10-20 years,Near Metro
634.9943618,2,2,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1,3942104.121,Ready_to_move,Resale,Builder_Floor,6208.093107,3rd Floor,20+ years,Near Metro
710.8025146,1,2,Furnished,Budh Vihar Phase 1,1,3447368.501,Ready_to_move,Resale,Builder_Floor,4849.966665,2nd Floor,10-20 years,None
953.5176574,2,3,Semi-Furnished,"Malviya Nagar carpet area 100 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 2 Open bathroom 3 balcony 2 ownership Freehold It's a Corner three story building, located in South Delhi. Amenities like Market, Schools, Hospitals, Parks, Gyms, Study Centers, Temple are all around. Very Close to Malviya Nagar Metro and Haus Khas Metro Station. Centerlize place to live. Whether you go to Gurgaon or Noida Or to other parts of the city, commuting from here is very easy. read more Contact Owner View Phone No. Share Feedback Owner Rohit",2,11844360.45,Ready_to_move,Resale,Builder_Floor,12421.75261,Penthouse,5-10 years,Near Mall
665.3300321,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4081773.992,Ready_to_move,New_Property,Apartment,6134.961289,2nd Floor,5-10 years,Near Hospital
1434.297739,3,3,Semi-Furnished,"Shivalik, Malviya Nagar",2,33177307.5,Ready_to_move,New_Property,Builder_Floor,23131.39496,Ground Floor,20+ years,Near Park
376.7238967,1,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,1819706.207,Ready_to_move,New_Property,Builder_Floor,4830.344511,1st Floor,10-20 years,Near Hospital
433.930037,1,1,Unfurnished,Mehrauli,1,1171370.171,Ready_to_move,Resale,Builder_Floor,2699.444774,Penthouse,20+ years,Near Metro
1558.683847,3,3,Semi-Furnished,"Karol Bagh carpet area 1600 sqft status Ready to Move floor 3 out of 3 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Near to Karol Bagh Metro station...................................... Its a very peaceful location ....................................................................................................................... read more Contact Agent View Phone No. Share Feedback Agent S R B Properties",1,22953460.3,Ready_to_move,New_Property,Builder_Floor,14726.1809,Ground Floor,0-5 years,Near Park
788.103456,2,2,Unfurnished,Paschim Vihar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 780 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Unfurnished facing West bathroom 2 balcony 1 ownership Freehold Contact Now Enquire Now Auction By Bank,1,8356627.715,Ready_to_move,Resale,Builder_Floor,10603.46538,1st Floor,10-20 years,Near Metro
953.9862593,2,2,Unfurnished,Punjabi Bagh East,1,10587578.86,Ready_to_move,Resale,Builder_Floor,11098.2509,Ground Floor,10-20 years,Near Metro
1255.125443,3,2,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,5208738.506,Ready_to_move,New_Property,Apartment,4149.97444,2nd Floor,20+ years,None
2432.541845,4,3,Furnished,"Yamuna Vihar, Shahdara",1,25469064.1,Ready_to_move,Resale,Builder_Floor,10470.14429,3rd Floor,10-20 years,Near Park
494.32897,1,2,Unfurnished,Laxmi Nagar,1,2856828.12,Ready_to_move,Resale,Builder_Floor,5779.204323,1st Floor,5-10 years,Near Hospital
963.5346419,3,3,Furnished,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",1,12504093.75,Ready_to_move,Resale,Builder_Floor,12977.31623,2nd Floor,20+ years,Near Metro
26.45924846,2,2,Furnished,Rohini Sector 25,1,5021402.325,Ready_to_move,New_Property,Apartment,189778.7207,Ground Floor,5-10 years,None
409.0084871,2,1,Furnished,"DDA Flats Pocket 6 Sector A10, Narela",1,2978648.466,Ready_to_move,Resale,Apartment,7282.607965,Penthouse,5-10 years,Near Metro
1856.44262,4,3,Unfurnished,"Neelachal, Dwarka Sector 5",1,20277037.52,Ready_to_move,Resale,Apartment,10922.52317,3rd Floor,0-5 years,Near Mall
278.3025869,2,1,Semi-Furnished,Budh Vihar Phase 1,1,1332559.16,Ready_to_move,Resale,Apartment,4788.166632,Ground Floor,10-20 years,Near Mall
3770.534637,4,5,Semi-Furnished,New Friends Colony,2,55913246.55,Ready_to_move,New_Property,Builder_Floor,14828.99693,Ground Floor,20+ years,Near Hospital
1333.924863,3,2,Unfurnished,Alaknanda,1,17131825.07,Ready_to_move,Resale,Apartment,12843.17097,3rd Floor,5-10 years,Near Park
1333.244652,4,3,Furnished,"Mansarowar Park, Shahdara",1,10945057.96,Ready_to_move,New_Property,Builder_Floor,8209.339481,3rd Floor,0-5 years,Near Mall
11378.17739,3,3,Unfurnished,Chittaranjan Park,1,17914269.12,Ready_to_move,New_Property,Builder_Floor,1574.441011,3rd Floor,0-5 years,None
1006.76122,2,2,Unfurnished,"LNT Apartments, Dwarka",1,9792668.213,Ready_to_move,Resale,Apartment,9726.902485,3rd Floor,0-5 years,Near Mall
1035.301382,2,3,Semi-Furnished,Kalkaji Extention,1,11604819.32,Ready_to_move,Resale,Apartment,11209.12183,Penthouse,5-10 years,Near Hospital
915.3181271,2,2,Furnished,"Godrej South Estate, Okhla",1,23292096.32,Ready_to_move,New_Property,Apartment,25446.99557,2nd Floor,5-10 years,Near Park
1404.00942,3,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,20104455.16,Ready_to_move,Resale,Apartment,14319.31644,Ground Floor,5-10 years,Near Park
281.8199678,2,1,Semi-Furnished,Budh Vihar Phase 1,1,1263400.741,Ready_to_move,Resale,Apartment,4483.006477,3rd Floor,0-5 years,Near Mall
1573.119893,3,3,Semi-Furnished,Sheikh Sarai Phase 1,2,22171588.64,Ready_to_move,New_Property,Builder_Floor,14094.02343,2nd Floor,5-10 years,Near Hospital
1230.710459,3,3,Semi-Furnished,"Mehrauli carpet area 1300 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 2 Covered bathroom 3 balcony 2 ownership Freehold 3 bhk flat with attached washroom, modular kitchen, IInd floor, one car and one bike parking, lift, gated society, security, cctv camera, water backup. read more Contact Agent View Phone No. Share Feedback Agent India Bhoomi",2,7580848.278,Ready_to_move,New_Property,Builder_Floor,6159.733368,Ground Floor,10-20 years,Near Metro
487.5391539,2,2,Semi-Furnished,Mahavir Enclave Part 1,1,3168917.914,Ready_to_move,Resale,Builder_Floor,6499.822401,Penthouse,10-20 years,Near Mall
1515.054743,3,3,Semi-Furnished,Chhattarpur,1,6606700.583,Ready_to_move,New_Property,Builder_Floor,4360.700902,Penthouse,5-10 years,Near Hospital
